date,upi_volume,upi_value,Volume_Growth,Value_Growth,Rolling_Mean_Growth,Rolling_Volatility
2025-05-21,5910.06,77375.62,0.011182780981059848,-0.014509864756811708,0.0009652573555174415,0.04461846817197373
2025-05-22,5895.76,75556.0,-0.0024196031850777233,-0.02351670978533027,0.0011394196675710122,0.04457041881615417
2025-05-23,5917.59,73524.04,0.0037026608952874795,-0.02689343003864697,0.0010323984464486956,0.04455108928575286
2025-05-24,5854.68,69120.98,-0.010631017018752575,-0.059885991030960706,0.0011830157668579712,0.04448523637646585
2025-05-25,5835.6,58284.01,-0.0032589313164852474,-0.15678264399607755,0.0009248408103778894,0.04443481671103333
2025-05-26,5785.37,76999.96,-0.008607512509425042,0.32111637479988087,0.0011143609294606172,0.04435244012828563
2025-05-27,5775.12,74452.63,-0.001771710365974899,-0.03308222497777924,0.0014119555126115735,0.044230856515155285
2025-05-28,5817.54,75951.73,0.007345301915804292,0.020134950236143423,0.0013157668370161768,0.04420714624717898
2025-05-29,5793.6,76027.13,-0.004115141451541349,0.0009927357810020077,0.0013691160714704143,0.04419724078074231
2025-05-30,5992.32,86128.51,0.0342999171499585,0.132865465262203,0.0015749263322424112,0.044303122322099577
2025-05-31,6176.33,93024.8,0.030707639111396068,0.08006977016089101,0.0019287307024199718,0.04439390499202806
2025-06-01,6443.07,82861.02,0.043187459219309776,-0.10925882130356634,0.0023134444621203043,0.04458458923414879
2025-06-02,6502.55,106309.47,0.00923162405499256,0.2829852927226819,0.0023933308639748317,0.04458980850852645
2025-06-03,6487.37,97443.74,-0.0023344687853227297,-0.08339548678024633,0.0024572053487773695,0.04457829868071541
2025-06-04,6375.92,98723.85,-0.017179535004169577,0.013136913669364425,0.0022329248950856205,0.044620512860927206
2025-06-05,6413.93,96560.1,0.005961492615967678,-0.02191719630058997,0.002061494286516591,0.04457242037173256
2025-06-06,6583.48,93649.21,0.026434650830302164,-0.0301458884156085,0.0027494306931892597,0.04441049457620729
2025-06-07,6068.29,75791.75,-0.07825496545899735,-0.19068457705089026,0.0019053683257908394,0.04514128285597389
2025-06-08,6015.04,63812.4,-0.008775124458455297,-0.15805612088386922,0.0010041720600802995,0.044433367188239176
2025-06-09,6231.65,91121.07,0.03601139809544063,0.42795240423491365,0.0008521344482920323,0.044285590485801114
2025-06-10,6342.94,91838.53,0.01785883353525941,0.007873700341753942,0.001401249766263306,0.04415107645378149
2025-06-11,6266.08,87210.64,-0.012117409277085933,-0.05039159490031031,0.0014212202570567168,0.04414443862755668
2025-06-12,6134.45,82500.72,-0.02100675382376227,-0.05400625428273431,0.0012927112219061065,0.04419128039088622
2025-06-13,6133.8,79449.86,-0.00010595896942666716,-0.036979798479334525,0.0012629412288533792,0.044191209136114615
2025-06-14,6129.77,74677.34,-0.0006570152271022645,-0.06006958350839142,0.0014603911012358239,0.04413750910948299
2025-06-15,6056.44,62265.9,-0.011962928462242561,-0.16620088503420172,0.0011028573482004544,0.04409959142357204
2025-06-16,6049.52,82363.95,-0.001142585413212882,0.322777796514625,0.0009615644046563576,0.04408376348805356
2025-06-17,5975.23,77388.82,-0.01228031314881195,-0.060404218107557806,0.0008549227359209366,0.0441029566346695
2025-06-18,6029.92,77121.9,0.009152785750506709,-0.0034490770113824176,0.0008429423929640201,0.04410051371927063
2025-06-19,5909.43,75273.14,-0.01998202297874596,-0.023971919778947304,0.0011869464112245708,0.04379851478550583
2025-06-20,6066.72,74977.8,0.02661678029860748,-0.00392357752048067,0.0010393298237590643,0.04368641944516012
2025-06-21,6037.75,72526.08,-0.004775232745206637,-0.032699278986580094,0.000320520097707645,0.043176779090514934
2025-06-22,5910.89,57113.84,-0.021011138255144668,-0.2125061770882971,0.0020900972688261033,0.03832113295966632
2025-06-23,5926.09,75796.64,0.0025715247619224613,0.32711510905237695,0.0008385325956709377,0.03615917722304528
2025-06-24,5858.02,72710.14,-0.01148649446768435,-0.04072080239968423,0.0008719725533380795,0.03614608405238673
2025-06-25,5954.44,74007.96,0.0164594863110743,0.017849229832317848,0.0008932134008934611,0.03615469867436631
2025-06-26,5940.23,74401.66,-0.002386454477667055,0.005319698043291465,0.001002182033223099,0.03612795109164412
2025-06-27,5982.99,73713.91,0.00719837447371563,-0.00924374536804684,0.0010132028394453341,0.03612968879608155
2025-06-28,5989.64,70198.78,0.0011114843915835948,-0.04768611514434662,0.0010297678043399705,0.03612934689842057
2025-06-29,5894.65,58111.17,-0.01585904995959697,-0.17219116913427845,0.0008615388760683717,0.03616880160511548
2025-06-30,6239.76,104009.3,0.05854630894115864,0.7898331766508919,0.0013107885627473615,0.03660526213526273
2025-07-01,6535.13,110062.3,0.04733675654191827,0.058196718947248094,0.001729143170852082,0.03689158340729119
2025-07-02,6649.96,104976.26,0.017571188331372056,-0.04621055529459228,0.0020581302822742053,0.03688463053380626
2025-07-03,6446.99,95041.19,-0.030521988102184094,-0.09464111219050853,0.0016957217062195517,0.037026069180454604
2025-07-04,6483.11,92737.86,0.0056026145534582295,-0.024235071130738195,0.002288667871556658,0.03660247210529587
2025-07-05,6561.36,92883.49,0.012069824513235128,0.0015703403119287085,0.0015564100342271424,0.03564503084618689
2025-07-06,6234.23,69207.26,-0.04985704183279083,-0.25490245898383024,0.0009276562578782622,0.03599364258371565
2025-07-07,6415.8,95194.06,0.029124687411276273,0.37549239776289367,0.0008562719243603722,0.035929877873961895
2025-07-08,6481.43,89965.21,0.010229433585835057,-0.05492832220833943,0.001084907358863314,0.03591590832670238
2025-07-09,6381.36,87860.16,-0.01543949406226719,-0.02339848926045973,0.001795179839562947,0.03485360587932032
2025-07-10,6555.67,90757.83,0.0273154938759137,0.03298047715824781,0.0027047438916482634,0.034311302752447884
2025-07-11,6460.48,85108.8,-0.014520254985379122,-0.06224289408417982,0.0008688870691437411,0.029955028708370475
2025-07-12,6446.34,77724.93,-0.0021886918619049567,-0.08675800857255667,0.0010454580246516943,0.029883647105251356
2025-07-13,6348.89,64248.65,-0.015117105210088133,-0.17338426679831032,0.0007015144987664535,0.02986961644307495
2025-07-14,6286.84,86145.07,-0.009773361957759574,0.34080747221926067,0.00042768185642124925,0.029838544607843437
2025-07-15,6346.66,84602.21,0.00951511411138184,-0.017910020852034858,0.0011789519083662402,0.02909553251988779
2025-07-16,6313.62,81454.6,-0.005205887821310706,-0.03720482006321113,0.0006119110404986694,0.028654161696144015
2025-07-17,6182.45,76195.17,-0.020775719793082237,-0.06456885185121541,0.00030186921096711836,0.028716724679018955
2025-07-18,6213.91,73841.65,0.005088597562455055,-0.030888047103248217,0.0002759902900890565,0.028711177234799663
2025-07-19,6244.42,72515.93,0.004909952026984632,-0.017953553313069248,0.0007106275018017038,0.02844517508138736
2025-07-20,6252.9,60707.39,0.0013580124335006438,-0.16284063377522695,0.00047895437010572197,0.02834341755896561
