bank,market_share,market_share_squared,HHI
dhule and nandurbar jilha sarkari nokaranchi,0.0,0.0,0.10041754106594854
the krishnagar city cooperative bank,0.0,0.0,0.10041754106594854
the krishna dist coop central bank,0.0,0.0,0.10041754106594854
jalna merchants coopertaive bank,0.0,0.0,0.10041754106594854
jalgaon janta sahakari bank,0.0,0.0,0.10041754106594854
jalaun district cooperative bank,0.0,0.0,0.10041754106594854
jai tuljabhavani urban coop bank ltd osmanabad,0.0,0.0,0.10041754106594854
jai kalimata mahila urban coop bank,0.0,0.0,0.10041754106594854
jagruti cooperative urban bank,0.0,0.0,0.10041754106594854
dr ambedkar nagrik sahakari,0.0,0.0,0.10041754106594854
the yeola merchants co operative bank ltd yeola,0.0,0.0,0.10041754106594854
the yemmiganur co operative town bank,0.0,0.0,0.10041754106594854
the yavatmal urban coop bank,0.0,0.0,0.10041754106594854
the yaragatti urban co operative credit bank,0.0,0.0,0.10041754106594854
the wai urban coop bank ltdsatara,0.0,0.0,0.10041754106594854
quilon coop urban bank,0.0,0.0,0.10041754106594854
neyyattinkara coop urban bank,0.0,0.0,0.10041754106594854
nedumangad cooperative urban bank,0.0,0.0,0.10041754106594854
navabharat cooperative urban bank,0.0,0.0,0.10041754106594854
the vishakhapatnam,0.0,0.0,0.10041754106594854
the vaniyambadi town coop bank,0.0,0.0,0.10041754106594854
bilaspur nagrik sahakari bank,0.0,0.0,0.10041754106594854
the churu central cooperative bank,0.0,0.0,0.10041754106594854
junagarh commercial coop bank,0.0,0.0,0.10041754106594854
the dausa kendriya sahakari bank,0.0,0.0,0.10041754106594854
the coastal urban coop bank,0.0,0.0,0.10041754106594854
the gokarananath cooperative bank,0.0,0.0,0.10041754106594854
the adarsha pattana souhardha sahakari,0.0,0.0,0.10041754106594854
ashok sahakari bank,0.0,0.0,0.10041754106594854
narayanaguru urban cooperative bank,0.0,0.0,0.10041754106594854
nalbari urban cooperative bank,0.0,0.0,0.10041754106594854
nagrik sahakari bank maryaditdurg,0.0,0.0,0.10041754106594854
nagrik sahakari bank maryadit shivpuri,0.0,0.0,0.10041754106594854
the co operative urban bank ltd kottarakara,0.0,0.0,0.10041754106594854
bilagi pattan sahakari bank niyamit,0.0,0.0,0.10041754106594854
bhuj mercantile coop bank,0.0,0.0,0.10041754106594854
the bkomarapalayam coop urban bank,0.0,0.0,0.10041754106594854
the bijnor urban cooperative bank,0.0,0.0,0.10041754106594854
ujjain audhyogik vikas nagrik sahakari bank mydt,0.0,0.0,0.10041754106594854
udyam vikas sahakari bank ltdpune,0.0,0.0,0.10041754106594854
trichengode coop urban bank,0.0,0.0,0.10041754106594854
priyadarshini mahila urban sahakari bank niyamitha,0.0,0.0,0.10041754106594854
priyadarshani mahila nagari sahakari bank ltd beed,0.0,0.0,0.10041754106594854
pravara sahakari bank,0.0,0.0,0.10041754106594854
porbandar vibhagiya nagarik sahakari bank,0.0,0.0,0.10041754106594854
drbabasaheb ambedkar bank,0.0,0.0,0.10041754106594854
bhadradri coop urban bank,0.0,0.0,0.10041754106594854
belur urban cooperative bank,0.0,0.0,0.10041754106594854
tiruvalla east coop bank,0.0,0.0,0.10041754106594854
the cherplacheri urban cooperative bank,0.0,0.0,0.10041754106594854
the changanacherry coop urban bank,0.0,0.0,0.10041754106594854
the alleppey urban cooperative bank,0.0,0.0,0.10041754106594854
the akola district central coop bank ltd akola,0.0,0.0,0.10041754106594854
tirunelveli junction coop urban bank,0.0,0.0,0.10041754106594854
etah district co operative,0.0,0.0,0.10041754106594854
dwarakadas mantri nagari sahakari bank,0.0,0.0,0.10041754106594854
drjaiprakash mundada urban coop bank,0.0,0.0,0.10041754106594854
bhagini nivedita sahakari,0.0,0.0,0.10041754106594854
the muslim coop bank,0.0,0.0,0.10041754106594854
the modern coop bank ltdchalisgaon,0.0,0.0,0.10041754106594854
the midnapore peoples cooperative bank,0.0,0.0,0.10041754106594854
the mettupalayam cooperative urban bank,0.0,0.0,0.10041754106594854
the merchants urban co operative bank,0.0,0.0,0.10041754106594854
the merchants liberal co operative bank,0.0,0.0,0.10041754106594854
shri mahaveer urban coop bank,0.0,0.0,0.10041754106594854
shri mahant shivayogi sahakari bank,0.0,0.0,0.10041754106594854
manorama coop bank,0.0,0.0,0.10041754106594854
manmad urban cooperative bank ltd manmad,0.0,0.0,0.10041754106594854
manipal cooperative bank,0.0,0.0,0.10041754106594854
sarakari naukarara sahakari bank niyamit,0.0,0.0,0.10041754106594854
the mattancherry mahajanik cooperative urban,0.0,0.0,0.10041754106594854
chikmagalur pattana sahakara bank niyamitha,0.0,0.0,0.10041754106594854
central co operative bank,0.0,0.0,0.10041754106594854
the khanapur cooperative bank,0.0,0.0,0.10041754106594854
the kattappana urban coop bank,0.0,0.0,0.10041754106594854
the kasargod cooperative town bank,0.0,0.0,0.10041754106594854
the karunagappally taluk urban coop bank,0.0,0.0,0.10041754106594854
the karim nagar co operative urban bank,0.0,0.0,0.10041754106594854
jamshedpur urban cooperative bank,0.0,0.0,0.10041754106594854
the manjeri co operative urban bank,0.0,0.0,0.10041754106594854
shri vijay mahantesh co operative bank,0.0,0.0,0.10041754106594854
malviya urban coop bank,0.0,0.0,0.10041754106594854
indore cloth market coop,0.0,0.0,0.10041754106594854
soubhagya mahila souhardha sahakari bank niyamith,0.0,0.0,0.10041754106594854
sonbhadra nagar sahkari bank,0.0,0.0,0.10041754106594854
solapur social urban coop bk,0.0,0.0,0.10041754106594854
madura sourashtra coop,0.0,0.0,0.10041754106594854
madhyanchal gramin,0.0,0.0,0.10041754106594854
madheshwari urban development coop bank,0.0,0.0,0.10041754106594854
societe generale,0.0,0.0,0.10041754106594854
the kakinada coop town bank,0.0,0.0,0.10041754106594854
the kaduthuruthy urban co operative bank,0.0,0.0,0.10041754106594854
the janata sahakari bank ltd yeola,0.0,0.0,0.10041754106594854
the muvattupuzha urban cooperative bank,0.0,0.0,0.10041754106594854
hitachi payment service private,0.0,0.0,0.10041754106594854
mainpuri zila sahkari bank,0.0,0.0,0.10041754106594854
mahismati nagrik sahakari bank ltd mandla,0.0,0.0,0.10041754106594854
shri gurusiddheshwar coop bank,0.0,0.0,0.10041754106594854
shri gowardhansinghi raghuvanshi sahakri bank,0.0,0.0,0.10041754106594854
shri gajanan nagari sahakari bank,0.0,0.0,0.10041754106594854
shri d t patil co op bank,0.0,0.0,0.10041754106594854
shri bhausaheb thorat amrutvahini sahakari bank lt,0.0,0.0,0.10041754106594854
the nagar sahakari bank ltd gorakhpur nagar nigam,0.0,0.0,0.10041754106594854
the nabadwip cooperative credit,0.0,0.0,0.10041754106594854
the mysore merchants,0.0,0.0,0.10041754106594854
the mysore chamarajanagar dccb,0.0,0.0,0.10041754106594854
indira mahila sahakari bank ltd nandurbar,0.0,0.0,0.10041754106594854
the bagalkot cooperative bank,0.0,0.0,0.10041754106594854
the badagara coop urban,0.0,0.0,0.10041754106594854
the azad co operative bank,0.0,0.0,0.10041754106594854
vaikom urban coopbank,0.0,0.0,0.10041754106594854
vaijanath appasaraf marathwada nagarisahakari,0.0,0.0,0.10041754106594854
the balusseri coop urban,0.0,0.0,0.10041754106594854
the balotra urban co op bank,0.0,0.0,0.10041754106594854
the aryapuram co operative urban bank,0.0,0.0,0.10041754106594854
the arsikere urban,0.0,0.0,0.10041754106594854
vidyanand coop bank,0.0,0.0,0.10041754106594854
vyavasayik evam audhyogik sahakari bank,0.0,0.0,0.10041754106594854
shri veershaiv coop bank ltd kolhapur,0.0,0.0,0.10041754106594854
karamana cooperative urban bank,0.0,0.0,0.10041754106594854
khargone nagrik sahakari bank ltd khargone,0.0,0.0,0.10041754106594854
konoklota mahila urban coop bank,0.0,0.0,0.10041754106594854
the kumbakonam coop urban bank,0.0,0.0,0.10041754106594854
the bihar awami cooperative bank,0.0,0.0,0.10041754106594854
kanaka pattana sahakara bank niyamita,0.0,0.0,0.10041754106594854
visl employees,0.0,0.0,0.10041754106594854
vishwas coop bank,0.0,0.0,0.10041754106594854
vishwakalyan sahakara bank niyamit,0.0,0.0,0.10041754106594854
virudhunagar co operative urban bank,0.0,0.0,0.10041754106594854
virajpet pattana sahakara bank niyamtha,0.0,0.0,0.10041754106594854
vikas sahakari bk,0.0,0.0,0.10041754106594854
adarniya p d patil sah,0.0,0.0,0.10041754106594854
shri siddeshwar cooperative bank ltd ranebennur,0.0,0.0,0.10041754106594854
shri sharan veereshwar sahakari bank niya nalatwad,0.0,0.0,0.10041754106594854
shri narsinha saraswati sahakri bank,0.0,0.0,0.10041754106594854
the mangaldai nagar sambai bank,0.0,0.0,0.10041754106594854
the kopargaon peoples co operative bank,0.0,0.0,0.10041754106594854
smriti nagrik sahakari bank maryadit,0.0,0.0,0.10041754106594854
sikar kendriya sahakari bank,0.0,0.0,0.10041754106594854
siddheswar sah,0.0,0.0,0.10041754106594854
siddheshwar sahakari bank ltd latur,0.0,0.0,0.10041754106594854
banda district cooperative bank,0.0,0.0,0.10041754106594854
bally,0.0,0.0,0.10041754106594854
kalyansagar urban coop bank,0.0,0.0,0.10041754106594854
the mahesh urban co op bank ltd parli,0.0,0.0,0.10041754106594854
australia and newzealand banking group,0.0,0.0,0.10041754106594854
siddaganga urban co operative bank,0.0,0.0,0.10041754106594854
the madanapalle co operative town bank,0.0,0.0,0.10041754106594854
the laxmi urban cooperative bank,0.0,0.0,0.10041754106594854
the kurukshetra central coop bank,0.0,0.0,0.10041754106594854
the kumta urban,0.0,0.0,0.10041754106594854
dharmavir sambhaji urban cooperative bank,0.0,0.0,0.10041754106594854
adarsh cooperative bank,0.0,0.0,0.10041754106594854
adarsh mahila mercantile cooperative bank,0.0,0.0,0.10041754106594854
daund urban co operative bank ltd daund,0.0,0.0,0.10041754106594854
kamala coop bank,0.0,0.0,0.10041754106594854
the kodungallur town coopbank,0.0,0.0,0.10041754106594854
sri lakshmi narayana coop urban bank,0.0,0.0,0.10041754106594854
sri lakshmi mahila sahakara bank niyamitha,0.0,0.0,0.10041754106594854
sri krishnarajendra coop bank,0.0,0.0,0.10041754106594854
janata sahakari bank ltd gondia,0.0,0.0,0.10041754106594854
the guruvayur coopurban bank,0.0,0.0,0.10041754106594854
the gurdaspur central coop,0.0,0.0,0.10041754106594854
anuradha urban coop bank ltd chikhil,0.0,0.0,0.10041754106594854
seven hills cooperative urban,0.0,0.0,0.10041754106594854
sawai madhopur urban co operative bank,0.0,0.0,0.10041754106594854
bhind nagrik sahakari bank maryadit bhind,0.0,0.0,0.10041754106594854
bhilai nagrik sahakari bank ltd maryadit,0.0,0.0,0.10041754106594854
shree laxmi coop bank,0.0,0.0,0.10041754106594854
bharathiya sahakara bank niyamitha,0.0,0.0,0.10041754106594854
the ranga reddy cooperative urban bank,0.0,0.0,0.10041754106594854
the ranchi khunti central,0.0,0.0,0.10041754106594854
the rajapalayam coop urban bank,0.0,0.0,0.10041754106594854
the innespeta coopurban bank,0.0,0.0,0.10041754106594854
the industrial cooperative bank,0.0,0.0,0.10041754106594854
the hukkeri urban cooperative bank,0.0,0.0,0.10041754106594854
the hospet cooperative city bank,0.0,0.0,0.10041754106594854
the hooghly cooperative credit bank,0.0,0.0,0.10041754106594854
the haveri urban,0.0,0.0,0.10041754106594854
jhalawar kendriya sahkari bank,0.0,0.0,0.10041754106594854
jath urban cooperative bank ltd jath,0.0,0.0,0.10041754106594854
bhavani urban co op bank ltd georai dist beed,0.0,0.0,0.10041754106594854
the ghatal peoples cooperative bank,0.0,0.0,0.10041754106594854
the gayatri coop urban bank,0.0,0.0,0.10041754106594854
the ganganagar kendriya sahakari,0.0,0.0,0.10041754106594854
the sindgi urban coop bank,0.0,0.0,0.10041754106594854
the sind co operative urban bank,0.0,0.0,0.10041754106594854
the shoranur coop urban bank,0.0,0.0,0.10041754106594854
the shillong coop urban bankltd,0.0,0.0,0.10041754106594854
the shevapet urban coop,0.0,0.0,0.10041754106594854
abhyudaya mahila urban coop bank ltd channapatna,0.0,0.0,0.10041754106594854
santragachi co operative bank,0.0,0.0,0.10041754106594854
mudgal urban cooperative bank,0.0,0.0,0.10041754106594854
sri lakshminarayana cooperative bank,0.0,0.0,0.10041754106594854
mohol urban coop bank ltd mohol,0.0,0.0,0.10041754106594854
merchants cooperative bank,0.0,0.0,0.10041754106594854
the secunderabad co operative urban bank,0.0,0.0,0.10041754106594854
the secundarabad mercantile co op urban bank,0.0,0.0,0.10041754106594854
the sawai madhopur kendriya sahakari bank,0.0,0.0,0.10041754106594854
guna nagarik sahakari bank maryaditguna,0.0,0.0,0.10041754106594854
gulbarga yadgir dist coop central,0.0,0.0,0.10041754106594854
godavari urban cooperative bank,0.0,0.0,0.10041754106594854
stcoop bank,0.0,0.0,0.10041754106594854
stambhadri coop urban bank,0.0,0.0,0.10041754106594854
sriramnagar pattana sahakara bank niyamith,0.0,0.0,0.10041754106594854
sri siddarameshwara sahakara bank niyamitha,0.0,0.0,0.10041754106594854
mslmuslim coop bank,0.0,0.0,0.10041754106594854
sri channabasavaswamy souharda sahakari bank niyam,0.0,0.0,0.10041754106594854
sri bhagwathi cooperative urban,0.0,0.0,0.10041754106594854
sri basaveshwara pattana sahakara bank niyamitha,0.0,0.0,0.10041754106594854
sri basaveshwar sahakar bank niyamita,0.0,0.0,0.10041754106594854
sri basaveshwar pattana sahakari bank niya sindgi,0.0,0.0,0.10041754106594854
sri ambabhavani urban co op bank,0.0,0.0,0.10041754106594854
sree harihareshwara urban cooperative bank,0.0,0.0,0.10041754106594854
the jagruti coop bank,0.0,0.0,0.10041754106594854
the islampur urban cooperative bank,0.0,0.0,0.10041754106594854
the pragati urban co perative bank ltd manmad,0.0,0.0,0.10041754106594854
the postal and rms employees coop bank,0.0,0.0,0.10041754106594854
shivshakti urban coop bank,0.0,0.0,0.10041754106594854
the payyoli cooperative urban bank,0.0,0.0,0.10041754106594854
the payyanur coop town bank,0.0,0.0,0.10041754106594854
the payangadi urban cooperative bank,0.0,0.0,0.10041754106594854
the patliputra central cooperative bank ltd patna,0.0,0.0,0.10041754106594854
the palghat coop urban bank,0.0,0.0,0.10041754106594854
the palayamkottai urban cooperative bank,0.0,0.0,0.10041754106594854
the pachhapur urban cooperative bank,0.0,0.0,0.10041754106594854
the nilambur cooperative urban bank,0.0,0.0,0.10041754106594854
the nellai nagar cooperative urban bank,0.0,0.0,0.10041754106594854
shree samarth coop bank,0.0,0.0,0.10041754106594854
shree murugharajendra co op bank,0.0,0.0,0.10041754106594854
shree mahabaleshwar cooperative bank,0.0,0.0,0.10041754106594854
the ponani coop urban bank,0.0,0.0,0.10041754106594854
shivdaulat sahakari bank ltd satara,0.0,0.0,0.10041754106594854
shivaji nagari sahakari bank,0.0,0.0,0.10041754106594854
shiva sahakari bank niyamitha tarikere,0.0,0.0,0.10041754106594854
shiggaon urban cooperative bank,0.0,0.0,0.10041754106594854
the puttur cooperative town,0.0,0.0,0.10041754106594854
the pune urban coop,0.0,0.0,0.10041754106594854
the proddatur cooperative town bank,0.0,0.0,0.10041754106594854
the pritisangam sahakari bank ltd karad,0.0,0.0,0.10041754106594854
city co operative bank,0.0,0.0,0.10041754106594854
citizens urban co operative,0.0,0.0,0.10041754106594854
citizen co op,0.0,0.0,0.10041754106594854
sri ganapathi urban co operative bank,0.0,0.0,0.10041754106594854
chittorgarh urban coop bank,0.0,0.0,0.10041754106594854
hanamasagar urban co operative bank,0.0,0.0,0.10041754106594854
shree gajanan urban cooperative bank,0.0,0.0,0.10041754106594854
mehkar urban coop bank ltd mehkar,0.0,0.0,0.10041754106594854
meenachil east urban coop bank,0.0,0.0,0.10041754106594854
mdpawar peoples cooperative bank,0.0,0.0,0.10041754106594854
mayuram coop urban bank,0.0,0.0,0.10041754106594854
mashreq,0.0,0.0,0.10041754106594854
markandey nagari sahakari bank,0.0,0.0,0.10041754106594854
the jalna district central cooperative bank,0.0,0.0,0.10041754106594854
the jaisalmer central coopertiave bank,0.0,0.0,0.10041754106594854
sri kamalambika coop urban bank,0.0,0.0,0.10041754106594854
churu zila urban co operative,0.0,0.0,0.10041754106594854
