bank,market_share,market_share_squared,HHI
kottayam cooperative urban bank,1.2146929533625557e-06,1.4754789709486478e-12,0.10041754106594854
the shoranur co operative urban bank,1.2130456443292873e-06,1.4714797352262557e-12,0.10041754106594854
the chandrapur districtcentral coop bank,1.210956288602644e-06,1.46641513290629e-12,0.10041754106594854
sonebhadra nagar sahkari,1.1991063120033548e-06,1.4378559474862868e-12,0.10041754106594854
durgapur steel peoples co op bank,1.1901527412808874e-06,1.4164635475784108e-12,0.10041754106594854
ramrajya sahakari bank,1.1847453123258757e-06,1.4036214550781368e-12,0.10041754106594854
gondal nagarik sahakari bank,1.1673566658740218e-06,1.3627215853605127e-12,0.10041754106594854
the gandhidham co operative bank,1.1671775465032878e-06,1.3623034250614346e-12,0.10041754106594854
sbpp cooperative bank ltd killa pardi,1.1561943772621466e-06,1.336785438012603e-12,0.10041754106594854
the bangalore city coop bank,1.1529523745085468e-06,1.3292991778848963e-12,0.10041754106594854
the bhagyoday coop bank,1.1484475995604765e-06,1.3189318889362206e-12,0.10041754106594854
rajkot peoples coop,1.1403588047359005e-06,1.3004182035386916e-12,0.10041754106594854
the gandhinagar urban coop bank,1.1352157656755734e-06,1.2887148346383784e-12,0.10041754106594854
aurangabad dist central co,1.1333051627745095e-06,1.2843805919713575e-12,0.10041754106594854
liluah cooperative bank,1.1299042203494022e-06,1.2766835471633905e-12,0.10041754106594854
the hindusthan coop bank,1.124676068968862e-06,1.2648962601112523e-12,0.10041754106594854
sundarlal savji coop,1.1245448578480242e-06,1.2646011373124329e-12,0.10041754106594854
sant sopankaka sahakari bank ltd saswad,1.1224709189321992e-06,1.2599409638484956e-12,0.10041754106594854
vikramaditya nagrik sahakari,1.1188612408470745e-06,1.2518504762698552e-12,0.10041754106594854
up cooperative bank,1.1167898318049722e-06,1.247219528422978e-12,0.10041754106594854
sardar singh nagrik sahkari bank maryadit,1.1055957566687682e-06,1.222341977163986e-12,0.10041754106594854
northern railway primary,1.1020747825827538e-06,1.214568826404824e-12,0.10041754106594854
sadalga urban souharda sahakari bank niyamit,1.1012236905912084e-06,1.2126936167193213e-12,0.10041754106594854
jharkhand rajya gramin,1.0814716642688896e-06,1.169580960616522e-12,0.10041754106594854
goa state co op,1.0783137826484619e-06,1.1627606138496344e-12,0.10041754106594854
the khattri cooperative urban,1.063980085112395e-06,1.1320536215157794e-12,0.10041754106594854
shikshak sahakari bank,1.0632843073936e-06,1.1305735183494878e-12,0.10041754106594854
indian bank credit card,1.0516047080941743e-06,1.1058724620858336e-12,0.10041754106594854
mizuho bank,1.044582836884534e-06,1.0911533031137408e-12,0.10041754106594854
the karnavati coop bank,1.0417832023698205e-06,1.0853122407399183e-12,0.10041754106594854
dreampurse technologies pvt,1.0280274720052e-06,1.0568404831974023e-12,0.10041754106594854
the krishna district,1.0107276925835583e-06,1.021570468555284e-12,0.10041754106594854
textile traders,1.0080062331790725e-06,1.0160765661278626e-12,0.10041754106594854
dhanera mercantile cooperative bank,1.0027962913593738e-06,1.005600401964114e-12,0.10041754106594854
vidharbha konkan gramin,9.933475917861823e-07,9.86739438107408e-13,0.10041754106594854
maharashtra godawari gramin,9.915030229578055e-07,9.830782445344666e-13,0.10041754106594854
the nav jeevan coop bank ltd njc,9.775870876502465e-07,9.556765139404906e-13,0.10041754106594854
shri chhani nagrik sahkari bank,9.672312117374183e-07,9.355362169590345e-13,0.10041754106594854
the jalgaon district central coop bank,9.656574753044109e-07,9.324943596112889e-13,0.10041754106594854
sahakarmaharshi bhausaheb thorat amrutvahinisahakari bank sts,9.5851282150507e-07,9.1874682898961e-13,0.10041754106594854
the maharashtra mantralaya and allied offices co operative bank,9.57739442415522e-07,9.172648395583952e-13,0.10041754106594854
navsarjan industrial co operative bank,9.54904480074241e-07,9.118425660658566e-13,0.10041754106594854
sree mahayogi lakshmamma coop,9.44198770316113e-07,8.915113178664599e-13,0.10041754106594854
the punjab state cooperative bank,9.373966970791819e-07,8.787125676949596e-13,0.10041754106594854
shri mahavir urban cooperative bank,9.334782008776395e-07,8.713815515137546e-13,0.10041754106594854
rajlaxmi urban co operative bank,9.29957377491439e-07,8.648207239507549e-13,0.10041754106594854
business coop bank,9.283160568997905e-07,8.61770701497975e-13,0.10041754106594854
shree mahalaxmi urban co operative credit bank,9.250551440439056e-07,8.557270195220909e-13,0.10041754106594854
the sangamner merchants co op,9.173952216040163e-07,8.416139926218821e-13,0.10041754106594854
raigad district central co op bank,9.171498342245855e-07,8.411638184181847e-13,0.10041754106594854
balasinor nagrik sahakari bank,9.148492380808382e-07,8.369491284170902e-13,0.10041754106594854
the commercial cooperative bank,9.145949589822285e-07,8.364839389957043e-13,0.10041754106594854
the himachal pradesh state coop,9.110052947452825e-07,8.299306470539389e-13,0.10041754106594854
chennai central coop bank,9.030889933747909e-07,8.155697299546931e-13,0.10041754106594854
tirupati urban coop bank,8.855183488416292e-07,7.841427461352053e-13,0.10041754106594854
the bhandara dist central co operative bank,8.845207210924179e-07,7.82376906041851e-13,0.10041754106594854
icici bank pockets ipp,8.808652029008465e-07,7.759235056815495e-13,0.10041754106594854
the muvattupuzha urban,8.785307802648811e-07,7.718163318728207e-13,0.10041754106594854
tamlukghatal central cooperative bank,8.737609602626915e-07,7.634582156791809e-13,0.10041754106594854
the ambika mahila sahakari bank ltd ahmednagar,8.710854692482873e-07,7.587898947355088e-13,0.10041754106594854
jp morgan chase,8.625157213925853e-07,7.439333696493719e-13,0.10041754106594854
pine labs private,8.606378750771955e-07,7.406975520173905e-13,0.10041754106594854
the pandharpur urban coop bk,8.585968680855373e-07,7.371885818862935e-13,0.10041754106594854
the davangere urban co op bank,8.438902821897192e-07,7.121508083742438e-13,0.10041754106594854
godavari urban cooperative bank ltd nashik,8.34513414808393e-07,6.96412639495165e-13,0.10041754106594854
sindhudurg district central coop bank,8.320766491232277e-07,6.92351550016139e-13,0.10041754106594854
deccan merchants coopbank ltddmc,8.31449263047376e-07,6.913078770220246e-13,0.10041754106594854
shri rukmini sahakari bank,8.232913661686026e-07,6.77808673607764e-13,0.10041754106594854
samruddhi cooperative bank ltd nagpur,8.1143856775951e-07,6.584325492476049e-13,0.10041754106594854
nilkanth urban coop bank,8.062773041304944e-07,6.500830911559377e-13,0.10041754106594854
haveli sahakari bank maryadit moshi,7.999039732261746e-07,6.398463663830206e-13,0.10041754106594854
kankaria maninagar sahakari,7.996917683876166e-07,6.395069244269135e-13,0.10041754106594854
the idar nagrik sahakari,7.983998029674223e-07,6.374422453784189e-13,0.10041754106594854
the yavatmal district central co op bank ltdyavat,7.958595466824128e-07,6.333924180455356e-13,0.10041754106594854
smart payment solutions pvt,7.925133171797356e-07,6.280773579072282e-13,0.10041754106594854
the kanara district central cooperative bank,7.903569859964746e-07,6.246641653134315e-13,0.10041754106594854
shirpur peoples coop,7.856825342182911e-07,6.172970445756761e-13,0.10041754106594854
vardhaman mahila coop bank,7.772631542831712e-07,6.041380110062248e-13,0.10041754106594854
the wardha nagari sahakari adhikosh,7.740840960648914e-07,5.992061877806001e-13,0.10041754106594854
the nanded merchant coop bank ltd nanded,7.697728069163691e-07,5.925501742679057e-13,0.10041754106594854
janatha seva coop bank,7.664296137544544e-07,5.874143528398021e-13,0.10041754106594854
the chikhli urban coop,7.663077474081511e-07,5.872275637377547e-13,0.10041754106594854
sri seetharaghava souharda sahakara bank niyamitha,7.661615611086805e-07,5.870035377204904e-13,0.10041754106594854
the vita merchants coop bank,7.634059166726002e-07,5.82788593610733e-13,0.10041754106594854
kurla nagrik sahakari bank,7.613663609732026e-07,5.79678735621577e-13,0.10041754106594854
nasik road deolali vyapari sahkari,7.61140328936817e-07,5.79334600334046e-13,0.10041754106594854
ahmednagar shahar sahakari bank,7.596546816113545e-07,5.770752352940484e-13,0.10041754106594854
kangra coop bank,7.528514321941604e-07,5.667852789567985e-13,0.10041754106594854
the united coop bank,7.44419410537738e-07,5.541602587853534e-13,0.10041754106594854
shree balaji urban cooprative bank,7.357190503695134e-07,5.412825210766187e-13,0.10041754106594854
the bapuji co operative bank,7.348331028684194e-07,5.399796890712291e-13,0.10041754106594854
sardar vallabhai co ban,7.340073496190936e-07,5.387667892948463e-13,0.10041754106594854
the union coop bank,7.256460314114969e-07,5.265621629032551e-13,0.10041754106594854
the chitnavispura sahakari bank,7.24370257020622e-07,5.247122692561219e-13,0.10041754106594854
ambarnath jai hind coop bank,7.215394328063737e-07,5.206191530945434e-13,0.10041754106594854
the kalol nagarik sahakari bank,7.153706758956605e-07,5.11755203931414e-13,0.10041754106594854
the makarpura industrial estate coop bank,7.152966006998103e-07,5.116492269727038e-13,0.10041754106594854
shri anand nagari sahakari,7.112414384074155e-07,5.058643837078494e-13,0.10041754106594854
ratnagiri dist central coop bank,7.041103438154623e-07,4.957713762679285e-13,0.10041754106594854
daivadnya sahakara bank niyamit,6.902017104229091e-07,4.763784010707093e-13,0.10041754106594854
valsad district central coop bank,6.832717207655109e-07,4.668602443978623e-13,0.10041754106594854
jamnagar peoples co op bank,6.818740440381774e-07,4.649522119329783e-13,0.10041754106594854
odisha gramya,6.75459227812311e-07,4.562451684368034e-13,0.10041754106594854
the panchsheel mercantile coop bank,6.701291084831541e-07,4.4907302203642694e-13,0.10041754106594854
lonavala sahakari bank ltd lonavala,6.696208412422039e-07,4.4839207102591683e-13,0.10041754106594854
moti urban cooperative bank ltd taloda,6.691823146058834e-07,4.4780497018128753e-13,0.10041754106594854
the lunawada peoples cooperative bank,6.68032307024271e-07,4.462671632281698e-13,0.10041754106594854
mahesh urban,6.671815468065147e-07,4.451312163991336e-13,0.10041754106594854
the kottakkal coop urban bank,6.644724179733829e-07,4.4152359424739407e-13,0.10041754106594854
the raipur urban mercantile co op bank,6.63018618135653e-07,4.3959368799451083e-13,0.10041754106594854
prerana coop bank ltdthergaon,6.626467731319394e-07,4.39100745942172e-13,0.10041754106594854
shree mahesh coop bank,6.579084648527528e-07,4.3284354812490593e-13,0.10041754106594854
transcorp international,6.568393924869349e-07,4.314379875226056e-13,0.10041754106594854
the raichur district central cooperative bank,6.524808841589941e-07,4.2573130419290273e-13,0.10041754106594854
mufg bank,6.490592102334072e-07,4.2127785838881434e-13,0.10041754106594854
the vaish co operative new bank,6.485560286929627e-07,4.2062492235398704e-13,0.10041754106594854
gondia district central co op bank ltd gondia,6.482044846700414e-07,4.20169053946354e-13,0.10041754106594854
chaitanya mahila sahakari bank ltd vijayapur,6.480598942925926e-07,4.1998162659052627e-13,0.10041754106594854
the umreth urban co operative bank,6.422960531084464e-07,4.125442198386882e-13,0.10041754106594854
the mudalagi cooperative bank ltd mudalagi,6.38413877808442e-07,4.075722793784123e-13,0.10041754106594854
sardargunj mer co op bank ltd patan,6.335524112176273e-07,4.013886577596696e-13,0.10041754106594854
the malad sahakari bank,6.321152792907244e-07,3.995697263127905e-13,0.10041754106594854
sree charan souhardha coop bank,6.315874110129794e-07,3.9890265775007817e-13,0.10041754106594854
yeshwant nagari sahakari bank,6.256932050262967e-07,3.914919868160793e-13,0.10041754106594854
ilkal cooperative bank,6.183250710264128e-07,3.8232589345981844e-13,0.10041754106594854
sri ganapathi urban co op bank,6.108962387930965e-07,3.73194214571552e-13,0.10041754106594854
bhopal coop central,6.105821707501787e-07,3.728105872380004e-13,0.10041754106594854
abhinandan urban coop bank,6.079974488433076e-07,3.696608977999704e-13,0.10041754106594854
the ajara urban coop bank ltd ajara,6.067347820383361e-07,3.681270957351072e-13,0.10041754106594854
the mysore silk cloth merchants cooperative bank l,6.008048270494567e-07,3.6096644020592764e-13,0.10041754106594854
the nadiad peoples coop bank,6.005266557691145e-07,3.606322642892366e-13,0.10041754106594854
m s,6.003428583473241e-07,3.6041154756863523e-13,0.10041754106594854
mogaveera coopbank ltdmgc,5.948748634573529e-07,3.5387610317340423e-13,0.10041754106594854
indore premier coop,5.89759568815865e-07,3.4781634900987505e-13,0.10041754106594854
the naroda nagarik sahakari,5.89515066373654e-07,3.475280134815337e-13,0.10041754106594854
shri d t patil cooperative bank ltd chikodi,5.880491233475769e-07,3.458017714698537e-13,0.10041754106594854
vyapari sahakari bank maryadit solapur,5.795311473303543e-07,3.3585635072603684e-13,0.10041754106594854
the muncipal coopbank,5.791406522090171e-07,3.354038950410857e-13,0.10041754106594854
the salem dist central coop bank,5.782273262606902e-07,3.343468408345867e-13,0.10041754106594854
sri gokarnanath cooperative bank,5.767699689418802e-07,3.326635970732175e-13,0.10041754106594854
shriram urban cooperative bank,5.723661920483662e-07,3.2760305779994723e-13,0.10041754106594854
veraval peoples cooperative bank,5.659508507868338e-07,3.2030036550634095e-13,0.10041754106594854
vyavsayik sahkari bank,5.622437257714061e-07,3.161180071693121e-13,0.10041754106594854
district cooperative bank,5.607535291803766e-07,3.1444452048824746e-13,0.10041754106594854
nainital district cooperative bank,5.549663860434867e-07,3.079876896381683e-13,0.10041754106594854
ebix payment services private,5.540219877818425e-07,3.0694036294574403e-13,0.10041754106594854
marketyard commercial coop bank,5.529113402863744e-07,3.057109502172749e-13,0.10041754106594854
janaseva sahakari bank borivali,5.51163053726799e-07,3.037807117934503e-13,0.10041754106594854
mahila nagrik sahakari bank maryaditmahasamund,5.477522703361906e-07,3.0003254965845124e-13,0.10041754106594854
the godhra city cooperative bank ltd godhra,5.408908608996348e-07,2.925629234047481e-13,0.10041754106594854
the veraval peoples coop bank,5.397677194193453e-07,2.9134919092716104e-13,0.10041754106594854
the jhajjar central cooperative bank,5.381062502673631e-07,2.89558336576802e-13,0.10041754106594854
the shimoga arecanut mandy merchant coop bank,5.367831372078424e-07,2.8813613639069336e-13,0.10041754106594854
lic employees cooperative bank ltdudupi,5.33479338019217e-07,2.84600204093422e-13,0.10041754106594854
teachers co operative bank,5.29167074220963e-07,2.8001779243957414e-13,0.10041754106594854
coastal local area bank,5.239297510145964e-07,2.7450238399821696e-13,0.10041754106594854
progressive mercatile coop bank,5.198436455289436e-07,2.7023741579682197e-13,0.10041754106594854
the malappuram district cooperative bank,5.167198166655355e-07,2.669993689348647e-13,0.10041754106594854
fincare small finance bank,5.050196102539165e-07,2.5504480674101766e-13,0.10041754106594854
pragati sahakari bank,5.041841389457091e-07,2.542016459644261e-13,0.10041754106594854
shmshri mahalaxmi coop bank,5.038098004646917e-07,2.538243150442725e-13,0.10041754106594854
the assam coop apex bank,5.032665417354521e-07,2.5327721203036156e-13,0.10041754106594854
the bagalkot district central co operative bank lt,4.978269358848053e-07,2.4783165809245405e-13,0.10041754106594854
vasundhara mahila nagari sahakari bank ltd beed,4.962612732911118e-07,2.4627525136851557e-13,0.10041754106594854
jijau commercial co op bank ltd amravati,4.955534958427363e-07,2.4557326724195685e-13,0.10041754106594854
shri shiveshwar nagari sahakari bank ltd basmath,4.926901926879832e-07,2.4274362597092203e-13,0.10041754106594854
the dahod mercantile co operative bank,4.854014879333624e-07,2.3561460448792215e-13,0.10041754106594854
aman sahakari bank,4.826928512763591e-07,2.329923886733013e-13,0.10041754106594854
nyayamitra sahakari bank niyamita,4.820011468975374e-07,2.3232510561054146e-13,0.10041754106594854
textile coop bank,4.815699652401402e-07,2.319096314213898e-13,0.10041754106594854
sree thyagaraja cooperative bank,4.814738636390509e-07,2.318170813675154e-13,0.10041754106594854
the national coopbank,4.7614409945577617e-07,2.2671320344655206e-13,0.10041754106594854
ace cooperative bank,4.7538434818433074e-07,2.25990278498641e-13,0.10041754106594854
khattri cooperative urban bank ltdkhb,4.7479647748282357e-07,2.2543169503009739e-13,0.10041754106594854
priyadarshani nagari sahakari bank,4.738074603663322e-07,2.2449350949879345e-13,0.10041754106594854
the davangere urban co operative bank,4.731445986557387e-07,2.2386581123710007e-13,0.10041754106594854
credit agricole corporate and investment,4.671399036329466e-07,2.1821968956619862e-13,0.10041754106594854
shree vardhaman sahakari bank,4.6184916785761823e-07,2.1330465385077442e-13,0.10041754106594854
the vaidynath urco op bank,4.610791906263805e-07,2.1259402002867815e-13,0.10041754106594854
the chandwad merchants cooperative bank,4.552770101525615e-07,2.0727715597345556e-13,0.10041754106594854
wardhaman urban coop bank nagpur,4.5403595569875745e-07,2.0614864906728402e-13,0.10041754106594854
shree thyagaraja,4.481100881973761e-07,2.008026511442602e-13,0.10041754106594854
zila sahakari bank ltd meerut,4.456001823195665e-07,1.985595224832309e-13,0.10041754106594854
ambajogai peoples co op bank,4.4125623772105244e-07,1.9470706732773794e-13,0.10041754106594854
belgaum dccb,4.397682292884524e-07,1.9339609549150085e-13,0.10041754106594854
integral urban coop bank,4.393010651230097e-07,1.929854258182108e-13,0.10041754106594854
jamia coop bank,4.3885893729644963e-07,1.925971668449691e-13,0.10041754106594854
kodagu district cooperative central bank,4.3612998976494597e-07,1.9020936797237186e-13,0.10041754106594854
the rajasthan state coop bank,4.3504003648931826e-07,1.8925983334862736e-13,0.10041754106594854
the utkal grameen,4.343948228596857e-07,1.8869886212729772e-13,0.10041754106594854
umiya urban coop bank nagpur,4.3409298948606777e-07,1.8843672352095134e-13,0.10041754106594854
balitikuri cooperative bank,4.328937198177126e-07,1.8739697265761624e-13,0.10041754106594854
hadagali urban cooperative bank limited hadagali,4.300410424337074e-07,1.8493529817746974e-13,0.10041754106594854
dr panjabrao deshmukh urban cooperative bank,4.266911633237554e-07,1.8206534885857973e-13,0.10041754106594854
the ap rajarajeswari mahila co op urban bank,4.263713690702765e-07,1.8179254436286193e-13,0.10041754106594854
payu payments private,4.2562811037116534e-07,1.8115928833812892e-13,0.10041754106594854
adinath coop bank,4.2337219230112643e-07,1.79244013213862e-13,0.10041754106594854
jankalyan cooperative bank,4.1878298435299984e-07,1.753791879836049e-13,0.10041754106594854
nandurbar merchants co op bank ltdnandurbar,4.173971698948395e-07,1.7422039743622151e-13,0.10041754106594854
bhingar urban co op bank,4.167352859884933e-07,1.7366829858791127e-13,0.10041754106594854
the excellent coopbank,4.143030089161631e-07,1.7164698319698634e-13,0.10041754106594854
sri rama,4.1380144475800556e-07,1.7123163568381274e-13,0.10041754106594854
shiva sahakari bank niyamita,4.107963834072721e-07,1.687536686204945e-13,0.10041754106594854
indore cloth market co operative bank,4.088771051581226e-07,1.6718048712248644e-13,0.10041754106594854
the nizammabad dist co op central bank,4.0681409900476913e-07,1.654977111490621e-13,0.10041754106594854
mugberia central cooperative bank,4.063975315968438e-07,1.6515895368800766e-13,0.10041754106594854
jivan commlcoop bank,4.05206202489518e-07,1.6419206653597628e-13,0.10041754106594854
makarpura industrial coop bank,4.0510620649552243e-07,1.6411103854119286e-13,0.10041754106594854
vyaparik audhyogik sahakari,4.040348634281165e-07,1.6324417086537677e-13,0.10041754106594854
shree patneshwar urban cooperative bank,3.976285214499657e-07,1.581084410704858e-13,0.10041754106594854
the baghat urban coop bank,3.9601444597947003e-07,1.5682744142442658e-13,0.10041754106594854
vyavsayik sahakari,3.9491776823247814e-07,1.5596004366572133e-13,0.10041754106594854
koilkuntla cooperative bank,3.940902211630717e-07,1.5530710241635877e-13,0.10041754106594854
krishna sahakari bank ltd rethare bk,3.936363148531849e-07,1.549495483711957e-13,0.10041754106594854
vaish coop new bank ltd vnb,3.892803797496587e-07,1.5153921405803846e-13,0.10041754106594854
betul nagrik sahakari bank mydt,3.874112810733372e-07,1.500875007028843e-13,0.10041754106594854
the merchants liberal cooperative bank ltd gadag,3.859445599095121e-07,1.4895320332374697e-13,0.10041754106594854
mahatma fule district urban coop bank,3.8482247253929057e-07,1.4808833537125304e-13,0.10041754106594854
the sirsi urban cooperative bank,3.835700782232166e-07,1.4712600490816448e-13,0.10041754106594854
the vijayapura district central cooperative bank l,3.816038882404314e-07,1.4562152752021567e-13,0.10041754106594854
the jammu and kashmir state co operative bank,3.7384782861556074e-07,1.3976219896056967e-13,0.10041754106594854
the uttar bihar gramin,3.7273458571847763e-07,1.3893107139072514e-13,0.10041754106594854
shri laxmikrupa urban co operative bank ltd pune,3.716085066194251e-07,1.380928821919193e-13,0.10041754106594854
shankar nagari sahakari bank ltd nanded,3.70310217160166e-07,1.3712965693320933e-13,0.10041754106594854
brahmadeodada mane sah bk,3.664515104286843e-07,1.3428670949546413e-13,0.10041754106594854
lokmangal coop bank,3.6547778028601635e-07,1.3357400788279364e-13,0.10041754106594854
the rayat sevak coop bank ltd satara,3.632378251881571e-07,1.319417176474222e-13,0.10041754106594854
pune merchants coop bank,3.626525910881507e-07,1.3151690182294942e-13,0.10041754106594854
the jalandhar central,3.624880558556034e-07,1.3139759063797503e-13,0.10041754106594854
citizen urban,3.529200324278936e-07,1.2455254928890547e-13,0.10041754106594854
the janata cooperative bank ltdjcb,3.500533200064983e-07,1.2253732684757189e-13,0.10041754106594854
the modasa nagrik sahakari bank,3.4997024822772285e-07,1.2247917464457394e-13,0.10041754106594854
bicholim urban coop,3.4824509048100046e-07,1.212746430441202e-13,0.10041754106594854
vyapari sahakari bank,3.4567563858048255e-07,1.1949164710802438e-13,0.10041754106594854
the tiruchirapalli dccb,3.418991468900143e-07,1.1689502664411958e-13,0.10041754106594854
rajalaxmi urban coop bank,3.416529665800692e-07,1.1672674957296186e-13,0.10041754106594854
shree dharti coop bank,3.393769864359996e-07,1.1517673892238066e-13,0.10041754106594854
gandevi peoples,3.381998686604703e-07,1.1437915116195935e-13,0.10041754106594854
solapur siddheshwar sahakari bank,3.3788065677358884e-07,1.1416333822175174e-13,0.10041754106594854
the mumbai mahanagarpalika shikshan vibhag sahakari bank,3.376307472526458e-07,1.1399452149037999e-13,0.10041754106594854
nidhi cooperative bank,3.3227636370009724e-07,1.104075818737593e-13,0.10041754106594854
urban cooperative bank,3.268173850370803e-07,1.068096031624752e-13,0.10041754106594854
shri panchaganga nagri sah bank,3.245100590688513e-07,1.0530677843686937e-13,0.10041754106594854
mvishveshvaraya coop,3.212513579346715e-07,1.0320243497487044e-13,0.10041754106594854
prathamik shikshak sahakari bank ltdsatara,3.205274202612993e-07,1.027378271393636e-13,0.10041754106594854
uttarbanga kshetriya gramin,3.199469067027188e-07,1.0236602310863825e-13,0.10041754106594854
the hoshiapur central coop bank,3.183350973932204e-07,1.0133723423235112e-13,0.10041754106594854
the sarangpur coop bank,3.1801662825137776e-07,1.01134575844375e-13,0.10041754106594854
the shimoga district coop central bank,3.171613202975166e-07,1.0059130309286391e-13,0.10041754106594854
amarnath coop bank,3.1687304990714613e-07,1.0040852975745672e-13,0.10041754106594854
tirumala cooperative urban bankltd tcl,3.144654378011791e-07,9.888851157148723e-14,0.10041754106594854
sangola urban cooperative bank,3.1218085491067853e-07,9.745688617276212e-14,0.10041754106594854
the malleswaram coop bank,3.117445172931099e-07,9.718464406231411e-14,0.10041754106594854
nirmal urban coop bank,3.1093588326542365e-07,9.668112350204916e-14,0.10041754106594854
mathura zila sahkari bank,3.1026018888974175e-07,9.626138480989822e-14,0.10041754106594854
udham singh nagar district cooperative bank,3.06792347672305e-07,9.412154459028445e-14,0.10041754106594854
the kanakamahalakshmi,3.038441667785904e-07,9.232127768537584e-14,0.10041754106594854
dhule vikas shakari bank,2.98746728822357e-07,8.924960798205892e-14,0.10041754106594854
bank of bahrain kuwait bsc,2.980956059963601e-07,8.886099031433715e-14,0.10041754106594854
punjab state co op,2.9773032312594624e-07,8.864334530868036e-14,0.10041754106594854
khardah cooperativebank,2.972817931143665e-07,8.837646451729302e-14,0.10041754106594854
gandhibagh sahakari bank,2.9589699632205977e-07,8.755503243241705e-14,0.10041754106594854
baroda city coop bank,2.950401213864677e-07,8.70486732277416e-14,0.10041754106594854
the tumkur district co operative central bank,2.9367153483734836e-07,8.624297037372392e-14,0.10041754106594854
shri durgadevi mahila sahakari bank niyamith,2.917084399601281e-07,8.509381394397167e-14,0.10041754106594854
the karimnagar dist coop central,2.88529742694907e-07,8.324941241958925e-14,0.10041754106594854
gautam sahakari bank,2.8438365911349886e-07,8.087406557078273e-14,0.10041754106594854
the rayat sevak,2.8340718836590647e-07,8.031963441746839e-14,0.10041754106594854
peoples coop bank ltd dholka,2.816065103206151e-07,7.930222665495469e-14,0.10041754106594854
the orissa state cooperative bank,2.7987842102518253e-07,7.833193055554933e-14,0.10041754106594854
the alwar central cooperative bank,2.787566460714955e-07,7.770526772902902e-14,0.10041754106594854
the new urban cooperative bank,2.740135702438208e-07,7.508343667776531e-14,0.10041754106594854
sharad nagari sahakari,2.727489117685056e-07,7.439196887090405e-14,0.10041754106594854
grain merchants coop,2.7241341804049167e-07,7.420907032850368e-14,0.10041754106594854
shri shiddeshwar co operative bank,2.719054205823196e-07,7.393255774204811e-14,0.10041754106594854
the harij nagarik sahakari bank ltd harij,2.7175002603670604e-07,7.384807665095041e-14,0.10041754106594854
shrikrishna co operative bank,2.710887069320409e-07,7.348908702608596e-14,0.10041754106594854
indrayani cooperative bank ltd pimpri,2.708671786836223e-07,7.336902848802538e-14,0.10041754106594854
the coimbatore dist central coop bank,2.70772891406965e-07,7.331795872088807e-14,0.10041754106594854
the vallabha vidyanagar comm co op bank,2.6974896049408e-07,7.276450168763674e-14,0.10041754106594854
alavi coop bank,2.6497755130906114e-07,7.021310269774613e-14,0.10041754106594854
the maratha cooperative bank ltd karnataka,2.61994002392603e-07,6.864085728969526e-14,0.10041754106594854
the zila sahakari bank ltd haridwar,2.6088899103671633e-07,6.806306564415586e-14,0.10041754106594854
peoples cooperative bank ltd dholka,2.5961024647821307e-07,6.739748007647855e-14,0.10041754106594854
zila sahkari bank ltd moradabad,2.5840831509172146e-07,6.67748573085424e-14,0.10041754106594854
shri ganesh sahakri bank ltd pune,2.5686323669218757e-07,6.597872236398677e-14,0.10041754106594854
the mangalore catholic cooperative bank,2.5545135030590685e-07,6.525539237311114e-14,0.10041754106594854
the ashta peoples coop bank,2.542614070346428e-07,6.464886310723632e-14,0.10041754106594854
kolhapur mahila coop bank,2.501453250474813e-07,6.257268364311008e-14,0.10041754106594854
ludhiana central coop bank,2.495486347982886e-07,6.227452112968963e-14,0.10041754106594854
mahanagar nagrik sah,2.4691739716898e-07,6.09682010247038e-14,0.10041754106594854
nagrik sahakari,2.456502239472784e-07,6.034403252534802e-14,0.10041754106594854
the hyddist central coop bank,2.45599771532748e-07,6.0319247776938e-14,0.10041754106594854
andaman and nicobar state cooperative bank,2.453439998225027e-07,6.019367824890421e-14,0.10041754106594854
the jalna peoples co op bank,2.412476051194605e-07,5.820040697587515e-14,0.10041754106594854
bank of ceylon boc,2.4122121353375844e-07,5.818767385869909e-14,0.10041754106594854
pondy state coop,2.382141152501619e-07,5.6745964704417415e-14,0.10041754106594854
the kapurthala central co operative bank,2.369070894316176e-07,5.612496902296046e-14,0.10041754106594854
jammu central coop bank,2.3544324669159204e-07,5.5433522412677866e-14,0.10041754106594854
sree subramanyeswara co op bank,2.3471148175687602e-07,5.508947966850834e-14,0.10041754106594854
godavari urban coop bank,2.3334747085654517e-07,5.4451042155146195e-14,0.10041754106594854
development co operative bank ltd kanpur,2.3323753034768395e-07,5.4399745562686787e-14,0.10041754106594854
the central co operative bank,2.319931358353984e-07,5.382081507474162e-14,0.10041754106594854
the santrampur urban co op bank,2.3118590795694264e-07,5.344692403787596e-14,0.10041754106594854
appasaheb birnale sahakari bank,2.303580033518694e-07,5.306480970825988e-14,0.10041754106594854
district coop bank ltd sharanpur,2.2693575520885035e-07,5.149983699221125e-14,0.10041754106594854
zila sahkari bank ltd bulandshahr,2.2639230185555686e-07,5.125347433945758e-14,0.10041754106594854
integral urban cooperative bank,2.26290545259486e-07,5.120741087383548e-14,0.10041754106594854
the sirsa central coop bnak,2.2571063844330548e-07,5.094529230648457e-14,0.10041754106594854
the vellore district central coop bank,2.2547501352495327e-07,5.0838981724077857e-14,0.10041754106594854
urban,2.253378115010173e-07,5.0777129292068e-14,0.10041754106594854
the sarangpur cooperative bank,2.247936505803136e-07,5.0532185341224124e-14,0.10041754106594854
