,remitter_value,remitter_value,beneficiary_value,beneficiary_value,remitter_cv,beneficiary_cv,avg_cv
,mean,std,mean,std,,,
entity name,,,,,,,
ahmedabad district,348.48171890555557,65.29737867502918,284.1336144888889,49.830170491172844,0.18737676937574413,0.17537583710681112,0.18137630324127763
ahmedabad district coop bank,528.7199774,,502.169256,,,,
ahmedabad mercantile coop bank,272.1705873,,244.2949241,,,,
ahmednagar merchants coop bank,79.18964421631578,28.958666890600725,88.3594445563158,23.531721096777456,0.36568754888577015,0.26631811930166155,0.3160028340937159
ahmednagar shahar sahakari bank,31.78758022,,39.78165855,,,,
ahmednagar shahar sahakari bank maryadit,21.378032592777778,3.787020503162029,16.915300833333333,3.4434547778285536,0.17714541722802932,0.2035704130690288,0.19035791514852907
ahmednagar zilla prathmik shikshak sahakari bank l,4.3717023,,7.6165415,,,,
airtel,25631.628075,1939.197250937225,42812.904845,3588.9319490751873,0.07565642124889582,0.0838282747239079,0.07974234798640187
airtel payments,21567.84385625,1649.183403912772,28682.89712,3650.3021095023055,0.07646491762943963,0.1272640659076598,0.10186449176854971
ajmer central cooperative bank,0.0,,4.446802,,,,
akhand anand coop bank,28.436144766842105,6.6311173892556665,23.89481817473684,6.8754130479328195,0.23319326313839364,0.2877365710697039,0.2604649171040488
akola urban coop bank,186.7642539,,190.7910604,,,,
alavi co operative bank,5.039992936,1.9362631546350717,5.639965571666667,1.9810725715244673,0.38417973580966774,0.351256146221304,0.3677179410154859
alavi coop bank,11.08792636,,14.45218958,,,,
alibag co op urban bank ltd alibag,2.197580507,,5.7318294,,,,
aligarh zila sahakari bank,1.125206405,,2.3896339,,,,
almora urban cooperative bank,18.710619259999998,13.663036850201278,17.62862228631579,16.0548154904698,0.7302290031314164,0.9107243453126989,0.8204766742220576
alwayeurbancoopbankltd,0.0,,2.3726374,,,,
aman sahakari bank,1.0630618097368423,1.4882144970398161,1.1784787434736843,2.5510079556787413,1.399932236685484,2.164661831879453,1.7822970342824687
aman sahakari bank ltd ichalkaranji,5.1500009,,4.6962101,,,,
amarnath coop bank,13.25948189,,11.04611799,,,,
amazon,715.2474383722223,148.6560105180504,929.5099410333332,1023.0333656441751,0.2078385780120589,1.100615841189253,0.654227209600656
ambajogai peoples co op bank,18.46426856,,25.9438065,,,,
ambajogai peoples cooperative bank,49.9898035,7.532862999145455,49.180057355555554,7.152873419180796,0.15068798978466588,0.145442559520984,0.14806527465282493
ambarnath jai hind co operative bank,42.18381235388889,7.1474974445470005,37.08728521388889,5.876085903561333,0.1694369722818113,0.15843936458742972,0.1639381684346205
ambarnath jai hind coop bank,30.19265616,,74.93973236,,,,
amica payments services private,0.1818755666666667,0.2985515818612645,0.04728806666666666,0.07197465232742242,1.6415156105516708,1.5220468376254706,1.5817812240885707
amravati merchant coop bank,0.0,,6.671590013,,,,
amravati zilla mahila sahakari bank,0.5930618,,0.5516331,,,,
amreli jilla madhyastha sahakari bank,63.30614641263158,18.22944141255144,50.796599115263156,13.470353804451332,0.28795689590282963,0.26518219800277565,0.27656954695280267
amreli nagrik sahakari bank,2.8571946604736844,5.044792932056862,1.787777776368421,1.3297832951698954,1.76564551300838,0.7438191215639414,1.2547323172861606
anand mercantile coop,0.0,,12.22085747,,,,
anand nagari sahakari bank ltd nagpur,6.979764851,,7.325553138,,,,
anandeshwari nagarik sahakari bank maryaditujjain,1.6823859,,3.910215753,,,,
andaman and nicobar state cooperative bank,10.26636479,,19.37656025,,,,
andhra pradesh grameena vikas,106.2471148,,88.04225818,,,,
andhra pradesh grameena vikas bank imps,2170.9089510944445,1433.029338159387,1777.5528233222221,1133.590844247072,0.6601056840439752,0.6377255456906232,0.6489156148672992
andhra pragathi grameena,2819.680433722222,622.1923938581598,2434.854057477778,534.0960940723664,0.2206606062222491,0.2193544588153374,0.22000753251879324
annasaheb chougule urban coop bank,5.728474653736842,2.1852056986994888,4.699309761052631,1.9242557781229852,0.38146379809396885,0.40947625842224916,0.395470028258109
annasaheb magar sahakari bank maryadit bhosari,9.021354014,,19.07015578,,,,
anuradha urban coop bank ltd chikhil,0.0,,2.1953862,,,,
apna sahakari bank,362.53196892845,104.15400006863842,293.3910739552,74.20176321767413,0.28729604281931465,0.2529107727013008,0.2701034077603077
appasaheb birnale sahakari bank,9.63927912,,5.629122742,,,,
appasaheb birnale sahakari bank ltd dudhgaon,3.8006925397777778,1.5027647939281619,2.7645330558888888,1.151695076796989,0.3953923602607505,0.4165966018542256,0.40599448105748803
appnit technologies private,2.03e-05,5.287742902222082e-05,206.4837356982941,404.101563883582,2.6047994592227006,1.9570624413442388,2.28093095028347
apstate cooperative bank,7.0549723,,4.0820955,,,,
army base ws credit coop primary bank,0.03217584444444445,0.05265611187410041,0.035996600000000004,0.0562956012238967,1.6365106427903597,1.5639144036908124,1.600212523240586
arunachal pradesh rural,90.87169105310527,32.645302463621874,81.9854676936842,28.50654304023087,0.3592461203846643,0.34770238973006296,0.35347425505736363
arunachal pradesh state cooperative apex bank,0.0255569,,9.4441188,,,,
arvind sahakari bank,37.58969441894737,12.70304665169656,33.14288017105263,8.10440206427053,0.33793960946097756,0.2445292027259902,0.2912344060934839
aryavart,260.3102968777778,58.98361256533332,258.1114238166667,54.048043190481266,0.22658962504670957,0.2093981056370094,0.2179938653418595
ashok sahakari bank,0.0,,11.38442531,,,,
assam gramin vikash,396.22756958894735,136.11569538475683,376.1339848210526,106.85886836615776,0.3435290874028917,0.2840978818146314,0.3138134846087616
associate coop bank,38.249135814210526,18.348656238684146,32.98456039736842,21.576851788860164,0.47971426930558664,0.6541500486567532,0.5669321589811699
astha mahila nagrik sahakari bank maryadit,0.11354927857142857,0.09666455003321203,0.168136,0.11160316017470115,0.8513004331630769,0.6637671895055262,0.7575338113343015
astha mahila nagrik sahkari bk,0.62936118,,0.8571365,,,,
au small finance,8757.011983105263,1604.114099555787,8393.976815578948,1433.2217936661932,0.18318053037389626,0.1707440734177607,0.17696230189582848
au small finance bank credit card,81.42007520833334,18.174917086796366,0.4899209326111111,0.23413283681764266,0.22322402724747378,0.47789923073871265,0.35056162899309323
aurangabad dist central co,47.42290102,,95.3043493,,,,
australia and newzealand banking group,0.0,,1.817038301,,,,
axis,125651.5282722222,12047.889089182754,214346.62836111113,29356.08596690441,0.09588334702210051,0.1369561359157375,0.11641974146891901
axis bank,46757.21356,,36598.46184,,,,
azad urban cooperative bank,3.2057679305,3.8778131448517876,5.4301429823500005,1.1512986078478233,1.209636264670902,0.21201994341400865,0.7108281040424553
bajaj finance,92.98955418111112,8.880759879261541,17.802031491888886,11.999357159481223,0.09550276864393745,0.6740442609006996,0.3847735147723185
bajirao appa sahakari bank ltdankalkhop,0.7632659,,0.0429875,,,,
balageria central co operative bank,2.211249629,,4.7706364,,,,
balancehero india private,6.2558932875,8.215294708669022,6.143074145,8.429424813417217,1.3132088945769156,1.3721834727126214,1.3426961836447684
balasinor nagrik sahakari bank,2.014824301,0.37214794282834684,1.962944188,0.4224097243219704,0.18470491081710794,0.21519191778567795,0.19994841430139293
balitikuri cooperative bank,1.0063522704999999,0.6522218198545376,1.1287725025,0.653191753402194,0.6481048823296094,0.5786744024641883,0.6133896423968989
bally,0.0,,0.0579669,,,,
banaskantha mercantile coop bank ltd palanpur,63.88814629,,54.47128495,,,,
banda district cooperative bank,0.0,,3.25316615,,,,
banda urban coop bank,2.251490064,,2.2488088,,,,
bandhan,13566.996355555555,1968.212021475723,12765.00189611111,1621.8023852517777,0.14507352769131976,0.1270506967763055,0.13606211223381265
bandhan bank,2737.327433,,3528.682305,,,,
bangiya gramin vikash,167.79530777866665,103.18282446592283,148.19872762466667,82.61772825683697,0.6149327167242838,0.5574793358960378,0.5862060263101608
bank of america,18.00518212105263,77.84369739980126,37.47282883221053,137.41442685010367,4.323405166159481,3.667041724162183,3.995223445160832
bank of bahrain kuwait bsc,12.47374395,,67.03753228,,,,
bank of baroda,129964.72100789472,29986.036440482527,102574.85707105264,20434.090911675987,0.23072443204537807,0.19921149777982614,0.21496796491260212
bank of ceylon boc,10.09384772,,12.78401947,,,,
bank of india,63488.69086642105,14265.637704678173,50737.82104105264,9975.872843182948,0.2246957294282976,0.19661610685077188,0.21065591813953474
bank of maharashtra,19660.344597631578,3973.9965787237143,16822.23767568421,3091.292564855984,0.20213260042260142,0.18376226899494524,0.19294743470877335
bankura district central cooperative bank,3.017867779,,6.869881884,,,,
bantra coop bank,3.385720555,,4.652261211,,,,
baramulla central cooperative bank,0.007,,0.9872997,,,,
baran kendriya sahakari bank,0.529501393,,1.1838726,,,,
barclays bank plc,9.404026087,,65.00328154,,,,
baroda central coop bank,57.7158078168421,13.964568403692002,45.78461279842105,12.339892222636161,0.2419539625609639,0.2695205106782452,0.25573723661960457
baroda city coop bank,12.34588788,,19.25080507,,,,
baroda guj gramin bank,0.0,,255.8205864,,,,
baroda gujarat gramin,489.7908459,104.47124946977125,395.9720672388889,86.86729243123739,0.213297676639512,0.21937732385257008,0.21633750024604104
baroda rajasthan kshetriya gramin,1549.0184621111111,610.6886446892673,1400.3386792555555,494.453222026023,0.39424232804622483,0.3530954542288891,0.37366889113755697
baroda up,3105.2481707272727,1117.6905328083158,3397.2957861,1121.5186031111932,0.3599359765652947,0.3301209767191526,0.34502847664222364
baroda up erstwhile baroda uttar pradesh gramin,2018.9532239999999,374.136962762067,2387.1502193750002,371.41710404509456,0.18531234815872438,0.15559016815554172,0.17045125815713305
basoda nagrik sahkari bank,0.3761115688461538,0.22127088278903312,0.3386925307692307,0.1796364571029147,0.5883118231854831,0.5303821040721757,0.5593469636288294
bassein catholic coop bank,392.9601696,,390.9431799,,,,
bassein catholic cooperative bank,447.31824310555555,63.32089760690333,350.09944419444446,44.53856013308203,0.14155670729476874,0.12721688329315203,0.1343867952939604
belagavi shree basaveshwar coop bank,4.717666869,,3.012362752,,,,
belgaum dccb,18.40200318,,26.64718795,,,,
belgaum zilla rani channamma mahila sahakari,6.43991066,,4.806456858,,,,
bellad bagewadi urban souharada sahakari bank nyt,7.4610126169375,3.2695819942643207,6.6760232860625,2.8208851051530277,0.43822228457862816,0.4225397342520023,0.4303810094153152
belladbegewadi urban souhard sahakari,0.0,,0.8633351,,,,
belur urban cooperative bank,0.0,0.0,1.4790038395,2.0902130750604075,,1.4132573690728458,
betul nagrik sahakari bank mydt,0.8532178102105262,0.563986685086238,0.934696346631579,0.48040476198305315,0.661011383420463,0.5139688025039538,0.5874900929622084
bhadradri coop urban bank,0.0,,5.414339865,,,,
bhadradri cooperative urban bank,39.22300359888889,3.6446980449580217,37.88459086833333,3.7231457921624793,0.09292246157969578,0.09827599313668588,0.09559922735819082
bhagini nivedita sahakari,0.0,,25.2182766,,,,
bhagini nivedita sahakari bank ltd pune,69.99876922944445,9.467418258613833,51.57493632111111,5.972032948049024,0.13525121031172982,0.11579331694888585,0.12552226363030783
bharat heavy electricals employees coop bank,2.570758968,,2.5604895,,,,
bharathiya sahakara bank niyamitha,0.0,,0.5159335,,,,
bharati sahakari bank,54.90492411,,72.03564251,,,,
bhausaheb birajdar nagri sahakari,0.7100197,,0.203128,,,,
bhausaheb birajdar urban cooperative bank ltd omerga,3.6112795426875,2.597032319894921,3.4996971335,2.2751817634227773,0.7191446381251947,0.6501081884041202,0.6846264132646575
bhausaheb sahakari bank ltd udgir,5.450766589875,2.944719892757555,4.517038143375,2.28869004500066,0.5402395872586951,0.5066793709407592,0.5234594790997271
bhavani urban co op bank ltd georai dist beed,0.0,,2.1935846,,,,
bhavani urban cooperative bank ltd georai,5.968750933058823,3.713494726625995,5.332974011117647,3.0431627202106757,0.6221560873076889,0.5706314551442772,0.596393771225983
bhavna rishi co operative urban bank,14.803809533333334,3.1126595377284803,15.117236351666666,2.8789324618234375,0.210260712333524,0.19044039498039844,0.20035055365696122
bhavnagar district co operative bank,27.101059170555555,8.951148316090789,21.728587418333333,8.049151528102481,0.33028776697465495,0.370440626126992,0.3503641965508235
bhilai nagrik sahakari bank ltd maryadit,0.0,,1.0612341,,,,
bhind nagrik sahakari bank maryadit bhind,0.0,,0.5896083,,,,
bhingar urban co op bank,17.43819482,,17.20077852,,,,
bhingar urban cooperative bank,5.226578091923077,1.8461482449809088,5.6356307047692304,1.7632700033748154,0.35322312467384054,0.3128789120058246,0.3330510183398326
bhopal coop central,25.54967435,,45.1115634,,,,
bhuj mercantile coop bank,0.0,,31.64700974,,,,
bicholim urban coop,14.57223791,,28.98022675,,,,
bilagi pattan sahakari bank niyamit,0.0,,2.2403466,,,,
bilaspur nagrik sahakari bank,0.0,,2.19093581,,,,
birbhum district central cooperative bank,0.40562371,,1.8985651,,,,
birdeo sahakari bank,0.95952535,,1.3588495,,,,
bnp paribas bnp,396.91862,,89.4720939,,,,
bombay mercantile co operative bank,100.42296042444445,22.79724584991449,98.90056252666666,20.79487805270348,0.22701228636917675,0.21026046284718083,0.2186363746081788
bombay mercantile coop bank lt,221.5693453,,223.6161645,,,,
brahmadeodada mane sah bk,15.33408148,,10.00386932,,,,
